,url,agent,agentNumber,amenities,baths,beds,currency,description,features,garage,imgUrls,listingType,price,priceChange,priceDiff,priceStatus,pricingCriteria,propertyId,propertyTitle,size,city,neighbourhood
0,https://www.ethiopianproperties.com/property/villa-for-sale-in-ayat-addis-ababa/,Agent Admin,+251-911-088-114,[],2.0,3.0,USD,"3 bedrooms, 2 bathrooms
Service quarter with 2 rooms + a bathroom
Spacious veranda with garden view
Parking space for 4 cars
Situated in one of the most established and beautiful zones
290 Sq M compound
Needs to sell urgently
Great deal","['3 Phase electric meter', 'Asphalted access roads', 'Ceramic floors', 'fitted wardrobes', 'Gated Community', 'Laundry Room', 'Lawn', 'Water pump', 'Water tank']",4.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2022/08/9547BEF1-34A4-471C-B4BA-6F9F118765EC.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/33CDE8EF-16FA-4E12-8AA5-D6BA6E145430.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/0859EDEE-902B-41CC-A971-780D6D3FD384.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/F683F018-A890-4D0D-B7BF-CD691C4BE3E3.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/74603026-02FD-4098-8691-BB20C572B5C1.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/2EFE684A-F1DF-4370-A0DE-65ED72201A15.jpeg']",For Sale,1.0,False,0.0,,,1713,"Villa for Sale in Ayat, Addis Ababa",290Sq M,Addis Ababa,Ayat
1,https://www.ethiopianproperties.com/property/brand-new-apartments-for-rent-in-bole/,Agent Admin,+251-911-088-114,[],3.0,2.0,USD,"Great build and finishes
2 bedroom, 2 bathroom apartments
Each unit comes with a maid’s room & bathroom
Built by a reputable international contractor
Wonderful rooftop terrace with kitchen
Fully furnished apartments
The most prime location
Walk distance to the EU Delegation Office and many great amenities","['Asphalted access roads', 'basement', 'Ceramic floors', 'Emergency Exit', 'fitted wardrobes', 'Furnished', 'Gated Community', 'generator', 'Laundry Room', 'Water pump', 'Water tank', 'Wifi']",1.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2022/08/E618494A-4DA6-49A7-91D1-2CA486AF4F78-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/F0E33905-0B31-4F04-B64D-A7E956C50A37-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/A2477F16-AF00-4D76-868F-8BD9D20C9EEC-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/1EDAFF88-4A0A-4007-B775-CF86DB452EC3-1-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/CFA0DDC5-00FF-4C17-9272-098466F2173A-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/F0E7C354-43C5-4268-89A3-D1B22B36737A-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/FC039299-FBD9-430A-85AD-C59CF60D091A-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/F70A6D1A-EA0E-4342-A3AF-5BB93DABFCEE-scaled.jpeg']",For Rent,1.0,False,0.0,,,1715,Brand New Apartments for Rent in Bole,,Addis Ababa,Bole
2,https://www.ethiopianproperties.com/property/beautifully-furnished-house-for-rent-in-addis-ababa/,Agent Admin,+251-911-088-114,[],4.0,4.0,USD,"Beautifully furnished
Wonderful family home
Freshly painted
Solid wooden floors
Balconies with pleasant view
Good natural lights
Quiet and peaceful gated community
Medical center,gym, swimming pool and playground on site","['2 Stories', '3 Phase electric meter', 'Asphalted access roads', 'Fire Place', 'fitted wardrobes', 'Furnished', 'Gated Community', 'gym', 'Jacuzzi', 'Lawn', 'Parquet Floor', 'Steam and sauna bath', 'walk-in closet', 'Water pump', 'Water tank']",1.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2021/10/BCAEBA8E-380D-4FDE-B665-563AAFC9812B.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/869CA3CB-1CFD-41ED-86B2-204E1D3DF224.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/B411A80B-5DAE-418D-B0B0-0AACB7DD3252.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/E9734AAA-2568-4549-97DF-F809AC414341.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/7695A107-E2AF-4D04-9A6D-4D92A4903F64.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/4BF8BA62-1023-4E35-9E02-37432D341C85.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/9DCCE6F1-1076-4152-98F7-ECF1F3A835FE.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/610A9B65-2060-4A16-ABBA-8E369C50A76E.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/16125CEF-DFA2-4247-9AFB-AF77D686906A.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/B0CD6981-051D-4C7A-80CA-00F547E69156.jpeg']",For Rent,3500.0,False,0.0,,,1677,Fully Furnished Luxury Villa for Rent in Sunshine,500Sq M,Addis Ababa,Sunshine village
3,https://www.ethiopianproperties.com/property/g3-contemporary-house-for-sale-in-bole-bulbula/,Agent Admin,+251-911-088-114,[],4.0,5.0,USD,"A modern G+3 house with contemporary design
Located in a beautiful residential village at Bole Bulbulla
Total Area: 125 square meter
Here is how the space is distributed: 
Ground Floor:
Family living room
Traditional Kitchen.
1 bedroom for guest
1 bath room for guest
separate space for washing machine & dryer
1 room for maid
1 independent toilet for maids
Medium size storage room.
First floor:
The whole of the first floor is dedicated to a spacious living room & modern open kitchen + 1 standard rest room
Second floor:
The master bedroom has its own cupboard and has a big master bathroom
Another bedroom, which has its own cupboard as well as its own bathroom
Prayer room
Third floor:
Two bedrooms with their own cupboards and a shared bathroom
One room for office use 
One room for Gym
Open terrace with spectacular view
Additional Facilities:
Each room is equipped with WiFi and DSTV cable
A system is designed for solar boiler
5,000 litter Water tank
Water pump
*All materials used for finishing are of high quality and standard
*Interior doors, Kitchen cabinets and closets are all made of solid wooden material of the highest standard
*The victor door was made entirely of wanza galvanized wood and was not mixed with any other material
General Information:
Walking distance to multiple grocery stores, pharmacies, banks and both international and local restaurants. 5 min drive from Bole International Airport
Parking for one car
24 hour reliable security service
Location: Bole Bulbula, 93 Mazoria,Addis Ababa
Price: 15,000,000 ETB (negotiable)
 The house was originally built to serve as the a family home but the owner has been forced to sell it due to unforeseeable events","['3 stories', 'Ceramic floors', 'fitted wardrobes', 'Laundry Room', 'Water pump', 'Water tank']",1.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2021/04/4B7CEE10-220C-4784-AD47-A89C1F2FAC90.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/C9E904BA-5DAC-4CA5-AAC1-D3DC9D92E2D4.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/4F7731EE-BBD9-475B-A34E-CE136E5803A1.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/8CD7E1B1-8F8B-4E20-B6F5-6986A9AD0A91.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/D4282678-5946-4D46-924D-59A0CBFAE70D.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/3B864143-8039-4473-B929-A1B9B8FD55EB.jpeg']",For Sale,15000000.0,False,0.0,,ET Birr,1676,G+3 Contemporary House for Sale in Bole Bulbula,125Sq M,Addis Ababa,Bole Bulbula
4,https://www.ethiopianproperties.com/property/1st-class-penthouse-for-rent-in-old-airport/,Agent Admin,+251-911-088-114,[],2.5,3.0,USD,"Top class duplex apartment
Superior finishing done by Italian builders
Good natural lights and ventilation
Amazing private terrace with great view
3 bedrooms, 2.5 baths, laundry room
Spacious living room
Modern open kitchen
Allocated parking space
CCTV
Emergency exit
Elevator
24/7 security","['Asphalted access roads', 'Emergency Exit', 'fitted wardrobes', 'generator', 'Jacuzzi', 'Laundry Room', 'walk-in closet', 'Water pump', 'Water tank', 'Wifi']",1.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2021/10/AF9A02BE-C57F-4792-A678-687301106758.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/18749AF3-0ED2-480E-A90A-7028A3851202.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/7DA569C1-24F6-4BE8-8A0F-65AA2D28407E.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/F6703929-774A-482C-A5C6-7AAE1031E371.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/FFBF04B0-C2A9-44F9-85BC-ED51E7970986.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/D1D6673B-4658-43CB-95AC-5E2C75308BB0.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/FC2D3302-4087-46D9-B276-8F5D76762A63.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/E685C741-74E7-4BAD-9C1A-39827BCECE1D-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/FE58ADFE-6294-448B-957A-4194404C9234-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/ADB3F9AD-6461-46C3-AD59-51D4BC946DED-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/9D0C4DD4-FFD8-4F6B-8742-4136A373AAB0-scaled.jpeg']",For Rent,5000.0,False,0.0,,,1686,1st Class Penthouse for Rent in Old Airport,,Addis Ababa,Old Airport
5,https://www.ethiopianproperties.com/property/fully-furnished-brand-new-apartment-for-lease-in-addis-ababa/,Agent Admin,+251-911-088-114,[],2.0,4.0,USD,"Brand new 4 bedroom apartment
Tastefully furnished
Superior finishing
Good natural lights
Centrally located
In close proximity to ECA
Minutes away from the airport
Minutes away from the Atlas roundabout
Quiet residential neighborhood
Allocated parking in the basement
Rooftop terrace
Concierge service
24/7 security
Elevator
Garbage chute on every floor","['Asphalted access roads', 'basement', 'Ceramic floors', 'fitted wardrobes', 'Furnished', 'generator', 'Laundry Room', 'Water pump', 'Water tank']",1.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2021/10/F9CB2FEF-7029-444F-AFC0-7CFA1163FFC7.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/8A18E422-CF58-4160-AB86-9EC9B1E3E67C.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/926C8D37-86CF-4D35-8277-21D2CEC8D630.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/203D5BCA-F29C-43D7-B8C1-0EA743AA5451.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/07D4D7F8-9E19-48D8-B774-923B568ACE7C.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/AEA04B3F-AAF6-423E-BC08-233A5CD93B78.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/CD988A12-44E8-4872-92AD-1F287918E081.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/85400A73-1AE4-4791-9813-DD764A976FAC.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/9B59E924-E4A2-42BB-8690-7A01AA651AB4.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/1101ACDC-8FA3-4D5C-AF1A-86D2FDB6620B.jpeg']",For Rent,2500.0,False,0.0,,,1679,Fully Furnished Brand New Apartment for Lease in Addis Ababa,230Sq M,Addis Ababa,Hayahulet
6,https://www.ethiopianproperties.com/property/stunningly-beautiful-vill-for-rent-in-addis-ababa/,Agent Admin,+251-911-088-114,[],4.0,4.0,USD,"Very unique and stunningly beautiful
Well planned and big landscaping
Great entertainment area
Beautiful hard wood floors
Beautiful cathedral ceilings
Spacious kitchen with pantry
Refreshing garden views from the house
Great balconies
Covered carport
Served as ambassadorial residence for the last 13 years","['2 Stories', '3 Phase electric meter', 'Asphalted access roads', 'Fire Place', 'fitted wardrobes', 'Laundry Room', 'Lawn', 'Parquet Floor', 'walk-in closet', 'Water pump', 'Water tank']",2.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2021/10/AEA0F4BF-CDC4-4E4E-8BB1-6633E170CDBB.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/C19DE323-33E0-408D-8841-2D99680466C4.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/D9B41A47-332A-4982-85BF-AD080C6657B9.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/9BA01DA5-4F1F-4DE3-9E65-ED8FC1C5DA74.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/9D6A7B01-2188-4BEA-BBC6-8B6AD566A97D.jpeg']",For Rent,8000.0,False,0.0,,,1685,Stunningly Beautiful Vill for Rent in Addis Ababa,2700Sq M,Addis Ababa,Ferensay
7,https://www.ethiopianproperties.com/property/newly-finished-ambassadorial-house-in-top/,Agent Admin,+251-911-088-114,[],8.0,7.0,USD,"This newly built, modern family home with spectacular view is located in Megenagna area commonly know as Top View. It is very specious and is suitable for residence or chancery of an embassy.
Here is how the space is distributed:
 Ground floor: Lobby bathroom, spare bed toom with attached bathroom, specious living room with fireplace, big veranda , small bar, spacious dinning room , modern kitchen, laundry room
First floor: A 2nd  living room with fireplace, a bathroom and a big balcony, study/office, big storage room, 3 bedrooms with attached bathrooms for each
2nd floor: 3 bedrooms with attached bathrooms and a balcony, master bedroom with attached bathroom, which also has a spacious balcony with greenery, jacuzzi , fireplace, and 2 closets.
 Rooftop Terrace: Gym with attached bathroom, sunroof lounge area , barbecue, spectacular view of Addis abeba
 Additional Space: Guard house ,house keepers quarters, traditional kitchen, guard and house keepers bathroom, parking area for 5 cars 
More attractive features include: 
– Ready for generator installation
– Beautifully landscaped back and front yards 
– Seven thousand litters water reservoirs 
– 3 phase electric power meter 
– Two main gates (accessible both from the front and rear sides)
Call for price or to schedule a visit","['3 stories', 'Asphalted access roads', 'Fire Place', 'fitted wardrobes', 'Jacuzzi', 'Laundry Room', 'Lawn', 'walk-in closet', 'Water pump', 'Water tank']",5.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2021/04/C5F363E6-4ED5-491A-80CF-025CFBCF1F69.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/CE11812A-CF4C-457B-A5C8-E220B2D879E3.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/01C07B34-84CA-4F22-80F9-D81A5FCD11C2.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/192AB7FD-9747-4BBD-8632-923C832A47FA.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/77F6B3C1-9711-4AD5-A04E-28869A003509.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/AAD4396C-1398-432B-B6A0-0CD73DCA6747.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/CA764517-06DD-4A15-A7D8-9CF31D98D45B.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/04/AC126D4E-1E88-46C0-8502-7A4D21794E2E.jpeg']",For Rent,1.0,False,0.0,,,1675,Newly Finished Ambassadorial House in Top,,Addis Ababa,Top View
8,https://www.ethiopianproperties.com/property/apartment-for-rent-in-addis-ababa-2/,Agent Admin,+251-911-088-114,[],2.0,3.0,USD,"We are proud to introduce the first and only diplomatic housing complex built on 6,000+ Sq M of land in Addis Ababa. This 8 story apartment building features a hot pool, a rooftop terrace, a communal garden with Greek Theatre and much more. Come and witness for yourself what kind of imprressive stuff we have built. We have 2 & 3 bedroom apartments that are ready for lease to those who enjoy only the finest things in life. Please see below for more details.
First class apartments in the most exclusive and secured diplomatic housing complex in Addis Ababa
Located in a purely residential neighborhood away from the hustle and bustle of the city
World class apartment, common area and general amenities as presented below
Apartment Amenities
Safe room in each apartment
Security door to each apartment
Extra guest toilet per apartment
Heating to all apartments
Ceiling fans in every bedroom
Balconies to living rooms
Fly mesh screen for all unit windows
Full appliance package in every unit – stove, microwave,
Dishwasher, dryer, fridge etc.
Laundry room with washer and dryer
Freezer room storage in basement, 1 per unit
Pantries in every kitchen
Bathtubs in every unit
International sockets in all apartments
DSTV connectivity
Common Area Amenities
State of the art fitness center
Roof deck entertainment area with outdoor furniture
Children’s play area [Yoga Studio]
Basement parking
Private entertainment/ BBQ areas facing river
Secured lobby with concierge
2 high speed 10 passenger elevators with premium finish
Freight and firefighting elevator
Heated swimming pool with elegantly furnished pool deck
Driver’s rest room and parking
Centralized fire alarm system
Car wash facility
Community room and lounge area
Wifi in common areas
General Amenities
Seismically rated design
Emergency power generators
Diesel storage for generators
Onsite sewer treatment plant
Treated potable borehole water supply
CCTV security cameras throughout property
24/7 gate security
IBC/NFPA/Fire international design
21-meter building set back from entry point
Landscaped garden with tranquil setting, overlooking French embassy, natural park and river
Common area green space
Safety conscious landscape lighting
3 meter high perimeter walls
Efficient internal layouts designed by international designers
Secluded quite area within Addis away from noisy roads
Separate emergency exit route
Separate security rest room and office for security staff
5-minute drive to US Embassy and local amenities
Onsite management and maintenance team
Café","['Asphalted access roads', 'basement', 'Ceramic floors', 'Emergency Exit', 'fitted wardrobes', 'Gated Community', 'generator', 'gym', 'Laundry Room', 'Lawn', 'Swimming Pool', 'walk-in closet', 'Water pump', 'Water tank', 'Wifi']",1.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2021/10/D265F586-A5AD-4C8B-AB6D-6FFF538D9507-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/05B40496-5F8E-45EA-8ED1-4E8D63BB8558-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/4F1A1AD6-34D4-4331-A313-E9808D95B661-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/2BDF143F-7A88-4EDD-BA6E-5DC1B65704CB-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/4993334B-7B2E-4DA6-A3EB-9189928A6785-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/5ADC5944-0FAE-4F12-B2FC-7F17C2317AE3-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/12440B45-2A01-4E97-AA18-5B27338E8D56-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/1E4E759E-CCD6-435D-B1A3-E6F72BFFA5F0-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/0C0AEC8D-7392-4F50-BE49-DE2B0E2805DB-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/4F338938-7E8E-43CC-B289-4523E2AB878D-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/4A8F985B-AE73-48D9-B1CD-BA08216BD137-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/BB839AEC-3A30-4EB7-8B0D-AC9B27EB32CD.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/6F60BEAD-3843-4488-A084-A615507AC3FA-scaled.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2021/10/333600BC-BC90-4907-96D6-59CB43DDFB1E-scaled.jpeg']",For Rent,1.0,False,0.0,,,1682,Diplomatic Apartments for Lease in Addis Ababa,,Addis Ababa,Sidist Kilo
9,https://www.ethiopianproperties.com/property/furnished-house-for-rent-in-sunsihine-addis-ababa/,Agent Admin,+251-911-088-114,[],4.0,4.0,USD,"Beautiful House Situated in a nice gated community
Beautifully landscaped garden + a vegetable and herbal garden
Beautiful wooden floors
Fully furnished house
High-end health club with a gym, spa, swimming pool, yoga studio, medical center, hair salons, etc.
Communal garden
24/7 security
Borehole
Quiet and exclusive compound","['2 Stories', '3 Phase electric meter', 'Asphalted access roads', 'Fire Place', 'fitted wardrobes', 'Furnished', 'Gated Community', 'generator', 'Home Theater', 'Jacuzzi', 'Laundry Room', 'Lawn', 'Parquet Floor', 'Steam and sauna bath', 'Swimming Pool', 'walk-in closet', 'Water pump', 'Water tank']",2.0,"['https://www.ethiopianproperties.com/wp-content/uploads/2022/08/8773C171-6CC7-4567-92EB-574C6A69993D.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/C66B5E85-3511-4CAB-9F4E-C51E59297393.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/7A6DA66F-B1D1-480D-A0CE-918E1E3D7805.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/5E9C0371-75D0-479D-8110-7ABC88457B18.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/E02C98C9-5C1B-4CD6-BB10-DA589787DE03.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/5EA0786E-A60D-4D19-8C7F-956F42A75B61.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/9379E2A0-35DA-47A7-B30A-188082CC2D6A.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/73BB23F4-EA42-4794-B4C3-1C3A918A22A8.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/D463497E-2385-47CD-B6C1-5BDBA9F613DD.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/23109BB7-9596-418D-BB61-91900532E862.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/BE6D77FA-31DC-49ED-A9A5-A134C1B81AB3.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/53A7603B-BE20-4421-8670-1780AACF10D0.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/C7B2A4B6-7040-49F1-B473-1ECA117A7919.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/3210CB7C-1681-4C6F-B024-282A8BE6F4BC.jpeg', 'https://www.ethiopianproperties.com/wp-content/uploads/2022/08/1E1C6A1E-84EF-4586-BE78-17350832BF7A.jpeg']",For Rent,3500.0,False,0.0,,,1714,"Furnished House for Rent in Sunsihine, Addis Ababa",750Sq M,Addis Ababa,Sunshine village
